SAMPLE_ID	mutations
GENIE-VICC-553648-unk-1	VICC-01-T5a
GENIE-VICC-554180-unk-1	VICC-01-T7
GENIE-VICC-555658-unk-1	VICC-01-T5a
GENIE-VICC-555812-unk-1	VICC-01-myeloid
GENIE-VICC-556834-unk-1	VICC-01-T5a
GENIE-VICC-558032-unk-1	VICC-01-T5a
GENIE-VICC-558459-unk-1	VICC-01-T5a
GENIE-VICC-559608-unk-1	VICC-01-T5a
GENIE-VICC-559867-unk-1	VICC-01-myeloid
GENIE-VICC-560503-unk-1	VICC-01-T7
GENIE-VICC-561024-unk-1	VICC-01-T5a
GENIE-VICC-563201-unk-1	VICC-01-myeloid
GENIE-VICC-563815-unk-1	VICC-01-T5a
GENIE-VICC-565922-unk-1	VICC-01-T5a
GENIE-VICC-566558-unk-1	VICC-01-T5a
GENIE-VICC-566921-unk-1	VICC-01-T5a
GENIE-VICC-567231-unk-1	VICC-01-T5a
GENIE-VICC-567468-unk-1	VICC-01-T5a
GENIE-VICC-567708-unk-1	VICC-01-T5a
GENIE-VICC-568873-unk-1	VICC-01-T5a
GENIE-VICC-568921-unk-1	VICC-01-T5a
GENIE-VICC-569398-unk-1	VICC-01-T5a
GENIE-VICC-569649-unk-1	VICC-01-T5a
GENIE-VICC-570024-unk-1	VICC-01-T5a
GENIE-VICC-571090-unk-1	VICC-01-myeloid
GENIE-VICC-572946-unk-1	VICC-01-T5a
GENIE-VICC-573535-unk-1	VICC-01-T5a
GENIE-VICC-574047-unk-1	VICC-01-T5a
GENIE-VICC-574427-unk-1	VICC-01-T5a
GENIE-VICC-574903-unk-1	VICC-01-myeloid
GENIE-VICC-575150-unk-1	VICC-01-T5a
GENIE-VICC-575254-unk-1	VICC-01-T7
GENIE-VICC-576270-unk-1	VICC-01-T5a
GENIE-VICC-577243-unk-1	VICC-01-T5a
GENIE-VICC-577318-unk-1	VICC-01-T5a
GENIE-VICC-578025-unk-1	VICC-01-T5a
GENIE-VICC-580115-unk-1	VICC-01-T7
GENIE-VICC-583355-unk-1	VICC-01-T7
GENIE-VICC-593527-unk-1	VICC-01-T7
GENIE-VICC-597867-unk-1	VICC-01-T7
GENIE-VICC-599899-unk-1	VICC-01-T7
GENIE-VICC-599899-unk-2	VICC-01-T7
GENIE-VICC-611118-unk-1	VICC-01-T5a
GENIE-VICC-611123-unk-1	VICC-01-T7
GENIE-VICC-611633-unk-1	VICC-01-T7
GENIE-VICC-612351-unk-1	VICC-01-T7
GENIE-VICC-612972-unk-1	VICC-01-T7
GENIE-VICC-613930-unk-1	VICC-01-T7
GENIE-VICC-615414-unk-1	VICC-01-T7
GENIE-VICC-615744-unk-1	VICC-01-T7
GENIE-VICC-619780-unk-1	VICC-01-T7
GENIE-VICC-620664-unk-1	VICC-01-T7
GENIE-VICC-621838-unk-1	VICC-01-T7
GENIE-VICC-622042-unk-1	VICC-01-T7
GENIE-VICC-622961-unk-1	VICC-01-T7
GENIE-VICC-623188-unk-1	VICC-01-T7
GENIE-VICC-624160-unk-1	VICC-01-T7
GENIE-VICC-624325-unk-1	VICC-01-T7
GENIE-VICC-624629-unk-1	VICC-01-T7
GENIE-VICC-625119-unk-1	VICC-01-myeloid
GENIE-VICC-625119-unk-2	VICC-01-myeloid
GENIE-VICC-625356-unk-1	VICC-01-T7
GENIE-VICC-625375-unk-1	VICC-01-myeloid
GENIE-VICC-626125-unk-1	VICC-01-T7
GENIE-VICC-626348-unk-1	VICC-01-T5a
GENIE-VICC-626348-unk-2	VICC-01-T7
GENIE-VICC-628053-unk-1	VICC-01-T7
GENIE-VICC-628792-unk-1	VICC-01-T7
GENIE-VICC-628932-unk-1	VICC-01-T7
GENIE-VICC-629790-unk-1	VICC-01-T7
GENIE-VICC-629941-unk-1	VICC-01-T7
GENIE-VICC-633567-unk-1	VICC-01-T7
GENIE-VICC-634016-unk-1	VICC-01-T7
GENIE-VICC-634069-unk-1	VICC-01-T7
GENIE-VICC-634086-unk-1	VICC-01-T7
GENIE-VICC-634542-unk-1	VICC-01-T5a
GENIE-VICC-634542-unk-2	VICC-01-T7
GENIE-VICC-635155-unk-1	VICC-01-T7
GENIE-VICC-635310-unk-1	VICC-01-T7
GENIE-VICC-636643-unk-1	VICC-01-T7
GENIE-VICC-636754-unk-1	VICC-01-T7
GENIE-VICC-639039-unk-1	VICC-01-myeloid
GENIE-VICC-640137-unk-1	VICC-01-myeloid
GENIE-VICC-644093-unk-2	VICC-01-T7
GENIE-VICC-644093-unk-1	VICC-01-solidtumor
GENIE-VICC-645488-unk-1	VICC-01-T7
GENIE-VICC-646874-unk-1	VICC-01-T7
GENIE-VICC-647513-unk-1	VICC-01-T7
GENIE-VICC-647576-unk-1	VICC-01-T7
GENIE-VICC-647621-unk-1	VICC-01-T7
GENIE-VICC-648910-unk-1	VICC-01-T7
GENIE-VICC-649351-unk-1	VICC-01-T7
GENIE-VICC-649786-unk-1	VICC-01-myeloid
GENIE-VICC-649786-unk-2	VICC-01-myeloid
GENIE-VICC-650775-unk-1	VICC-01-T7
GENIE-VICC-650855-unk-1	VICC-01-T7
GENIE-VICC-651126-unk-1	VICC-01-T7
GENIE-VICC-651403-unk-1	VICC-01-T7
GENIE-VICC-651416-unk-1	VICC-01-T7
GENIE-VICC-651975-unk-1	VICC-01-T7
GENIE-VICC-652421-unk-1	VICC-01-T7
GENIE-VICC-655609-unk-1	VICC-01-myeloid
GENIE-VICC-655660-unk-2	VICC-01-T7
GENIE-VICC-656152-unk-1	VICC-01-T7
GENIE-VICC-656870-unk-1	VICC-01-T7
GENIE-VICC-657706-unk-1	VICC-01-T7
GENIE-VICC-658294-unk-1	VICC-01-T7
GENIE-VICC-659135-unk-1	VICC-01-T7
GENIE-VICC-659829-unk-1	VICC-01-T7
GENIE-VICC-661315-unk-1	VICC-01-T7
GENIE-VICC-662032-unk-1	VICC-01-T7
GENIE-VICC-662200-unk-1	VICC-01-T7
GENIE-VICC-662762-unk-1	VICC-01-T7
GENIE-VICC-662976-unk-1	VICC-01-T7
GENIE-VICC-663292-unk-1	VICC-01-T7
GENIE-VICC-663353-unk-1	VICC-01-T5a
GENIE-VICC-663610-unk-1	VICC-01-T5a
GENIE-VICC-664360-unk-1	VICC-01-T7
GENIE-VICC-665274-unk-1	VICC-01-T7
GENIE-VICC-665367-unk-1	VICC-01-T7
GENIE-VICC-665767-unk-1	VICC-01-T7
GENIE-VICC-665768-unk-1	VICC-01-myeloid
GENIE-VICC-665842-unk-1	VICC-01-T7
GENIE-VICC-666095-unk-1	VICC-01-myeloid
GENIE-VICC-666380-unk-1	VICC-01-T5a
GENIE-VICC-667376-unk-1	VICC-01-T7
GENIE-VICC-668031-unk-1	VICC-01-T7
GENIE-VICC-668351-unk-1	VICC-01-T5a
GENIE-VICC-670663-unk-1	VICC-01-T5a
GENIE-VICC-671338-unk-1	VICC-01-T5a
GENIE-VICC-671387-unk-1	VICC-01-T5a
GENIE-VICC-671452-unk-1	VICC-01-T5a
GENIE-VICC-673077-unk-1	VICC-01-T5a
GENIE-VICC-673909-unk-1	VICC-01-T5a
GENIE-VICC-675238-unk-1	VICC-01-T5a
GENIE-VICC-675238-unk-2	VICC-01-T5a
GENIE-VICC-676431-unk-1	VICC-01-T5a
GENIE-VICC-676545-unk-1	VICC-01-myeloid
GENIE-VICC-677573-unk-1	VICC-01-myeloid
GENIE-VICC-678306-unk-1	VICC-01-myeloid
GENIE-VICC-678813-unk-1	VICC-01-T7
GENIE-VICC-680806-unk-1	VICC-01-T5a
GENIE-VICC-685062-unk-1	VICC-01-T5a
GENIE-VICC-686692-unk-1	VICC-01-T5a
GENIE-VICC-687013-unk-1	VICC-01-T5a
GENIE-VICC-687223-unk-1	VICC-01-T5a
GENIE-VICC-687969-unk-1	VICC-01-T5a
GENIE-VICC-688011-unk-1	VICC-01-T5a
GENIE-VICC-688209-unk-1	VICC-01-T5a
GENIE-VICC-688526-unk-1	VICC-01-myeloid
GENIE-VICC-688584-unk-1	VICC-01-T5a
GENIE-VICC-688739-unk-1	VICC-01-T5a
GENIE-VICC-688965-unk-1	VICC-01-T5a
GENIE-VICC-691108-unk-1	VICC-01-T5a
GENIE-VICC-693519-unk-1	VICC-01-T7
GENIE-VICC-695036-unk-1	VICC-01-T5a
GENIE-VICC-695373-unk-1	VICC-01-T7
GENIE-VICC-695646-unk-1	VICC-01-T5a
GENIE-VICC-696551-unk-1	VICC-01-T5a
GENIE-VICC-696592-unk-1	VICC-01-T5a
GENIE-VICC-696724-unk-1	VICC-01-T5a
GENIE-VICC-697181-unk-1	VICC-01-T5a
GENIE-VICC-697392-unk-1	VICC-01-T5a
GENIE-VICC-697599-unk-1	VICC-01-T7
GENIE-VICC-698777-unk-1	VICC-01-T5a
GENIE-VICC-702891-unk-1	VICC-01-T5a
GENIE-VICC-703661-unk-1	VICC-01-T5a
GENIE-VICC-705216-unk-1	VICC-01-T5a
GENIE-VICC-705320-unk-1	VICC-01-T5a
GENIE-VICC-705878-unk-1	VICC-01-T5a
GENIE-VICC-706474-unk-1	VICC-01-T5a
GENIE-VICC-706667-unk-1	VICC-01-T5a
GENIE-VICC-707461-unk-1	VICC-01-myeloid
GENIE-VICC-707461-unk-2	VICC-01-myeloid
GENIE-VICC-708400-unk-1	VICC-01-T7
GENIE-VICC-709199-unk-1	VICC-01-T5a
GENIE-VICC-709843-unk-1	VICC-01-T5a
GENIE-VICC-711672-unk-1	VICC-01-T7
GENIE-VICC-729894-unk-1	VICC-01-myeloid
GENIE-VICC-736468-unk-1	VICC-01-myeloid
GENIE-VICC-745747-unk-1	VICC-01-T7
GENIE-VICC-751324-unk-1	VICC-01-myeloid
GENIE-VICC-758432-unk-1	VICC-01-T7
GENIE-VICC-760725-unk-1	VICC-01-T7
GENIE-VICC-761488-unk-1	VICC-01-T7
GENIE-VICC-761914-unk-1	VICC-01-T7
GENIE-VICC-762287-unk-1	VICC-01-T7
GENIE-VICC-762712-unk-1	VICC-01-T7
GENIE-VICC-763992-unk-1	VICC-01-T7
GENIE-VICC-764148-unk-1	VICC-01-T7
GENIE-VICC-765745-unk-1	VICC-01-T7
GENIE-VICC-765971-unk-1	VICC-01-T7
GENIE-VICC-766621-unk-1	VICC-01-T7
GENIE-VICC-766879-unk-1	VICC-01-T7
GENIE-VICC-767725-unk-1	VICC-01-T7
GENIE-VICC-767773-unk-1	VICC-01-T7
GENIE-VICC-768184-unk-1	VICC-01-T7
GENIE-VICC-768604-unk-1	VICC-01-T7
GENIE-VICC-769242-unk-1	VICC-01-T7
GENIE-VICC-769252-unk-1	VICC-01-T7
GENIE-VICC-770028-unk-1	VICC-01-T7
GENIE-VICC-771974-unk-1	VICC-01-T7
GENIE-VICC-772313-unk-1	VICC-01-T7
GENIE-VICC-773680-unk-1	VICC-01-T7
GENIE-VICC-776747-unk-1	VICC-01-myeloid
GENIE-VICC-777422-unk-1	VICC-01-T7
GENIE-VICC-777589-unk-1	VICC-01-T7
GENIE-VICC-777671-unk-1	VICC-01-myeloid
GENIE-VICC-779846-unk-1	VICC-01-T7
GENIE-VICC-780126-unk-1	VICC-01-T7
GENIE-VICC-780278-unk-1	VICC-01-T7
GENIE-VICC-781592-unk-1	VICC-01-T7
GENIE-VICC-781636-unk-1	VICC-01-T7
GENIE-VICC-781647-unk-1	VICC-01-myeloid
GENIE-VICC-781727-unk-1	VICC-01-T7
GENIE-VICC-784009-unk-1	VICC-01-T7
GENIE-VICC-784104-unk-1	VICC-01-T7
GENIE-VICC-784421-unk-1	VICC-01-T7
GENIE-VICC-784966-unk-1	VICC-01-T7
GENIE-VICC-785310-unk-1	VICC-01-T7
GENIE-VICC-785666-unk-1	VICC-01-T7
GENIE-VICC-785919-unk-1	VICC-01-T7
GENIE-VICC-786428-unk-1	VICC-01-T7
GENIE-VICC-786510-unk-1	VICC-01-T7
GENIE-VICC-786510-unk-2	VICC-01-T7
GENIE-VICC-787686-unk-1	VICC-01-T7
GENIE-VICC-789176-unk-1	VICC-01-T7
GENIE-VICC-790097-unk-1	VICC-01-T7
GENIE-VICC-790199-unk-1	VICC-01-T7
GENIE-VICC-791073-unk-1	VICC-01-T7
GENIE-VICC-791986-unk-1	VICC-01-T7
GENIE-VICC-792756-unk-1	VICC-01-T7
GENIE-VICC-793238-unk-1	VICC-01-T7
GENIE-VICC-793728-unk-1	VICC-01-T7
GENIE-VICC-793883-unk-1	VICC-01-T7
GENIE-VICC-793956-unk-1	VICC-01-T7
GENIE-VICC-794102-unk-1	VICC-01-T7
GENIE-VICC-795733-unk-1	VICC-01-T5a
GENIE-VICC-796374-unk-1	VICC-01-T5a
GENIE-VICC-796516-unk-1	VICC-01-T7
GENIE-VICC-796690-unk-1	VICC-01-myeloid
GENIE-VICC-798288-unk-1	VICC-01-T5a
GENIE-VICC-799676-unk-1	VICC-01-T5a
GENIE-VICC-800348-unk-1	VICC-01-T7
GENIE-VICC-801836-unk-1	VICC-01-T5a
GENIE-VICC-801948-unk-1	VICC-01-T5a
GENIE-VICC-802859-unk-1	VICC-01-T5a
GENIE-VICC-803898-unk-1	VICC-01-T5a
GENIE-VICC-804554-unk-1	VICC-01-myeloid
GENIE-VICC-804664-unk-1	VICC-01-T5a
GENIE-VICC-804664-unk-2	VICC-01-T5a
GENIE-VICC-806533-unk-1	VICC-01-T5a
GENIE-VICC-806546-unk-1	VICC-01-T5a
GENIE-VICC-807136-unk-1	VICC-01-T5a
GENIE-VICC-807525-unk-1	VICC-01-T7
GENIE-VICC-812399-unk-1	VICC-01-T5a
GENIE-VICC-814211-unk-1	VICC-01-T5a
GENIE-VICC-815477-unk-1	VICC-01-T5a
GENIE-VICC-816607-unk-1	VICC-01-T7
GENIE-VICC-818450-unk-1	VICC-01-T5a
GENIE-VICC-818549-unk-1	VICC-01-T5a
GENIE-VICC-820026-unk-1	VICC-01-myeloid
GENIE-VICC-820026-unk-2	VICC-01-T5a
GENIE-VICC-822042-unk-1	VICC-01-myeloid
GENIE-VICC-822103-unk-1	VICC-01-T5a
GENIE-VICC-822245-unk-1	VICC-01-T5a
GENIE-VICC-822275-unk-1	VICC-01-T5a
GENIE-VICC-824062-unk-1	VICC-01-T5a
GENIE-VICC-824213-unk-1	VICC-01-T5a
GENIE-VICC-825335-unk-1	VICC-01-T5a
GENIE-VICC-826067-unk-1	VICC-01-T5a
GENIE-VICC-826567-unk-1	VICC-01-T5a
GENIE-VICC-827113-unk-1	VICC-01-T7
GENIE-VICC-827478-unk-1	VICC-01-myeloid
GENIE-VICC-830770-unk-1	VICC-01-T5a
GENIE-VICC-830905-unk-1	VICC-01-T7
GENIE-VICC-831036-unk-1	VICC-01-T5a
GENIE-VICC-831073-unk-1	VICC-01-T5a
GENIE-VICC-831539-unk-1	VICC-01-T5a
GENIE-VICC-832185-unk-1	VICC-01-T5a
GENIE-VICC-834293-unk-1	VICC-01-T5a
GENIE-VICC-835221-unk-1	VICC-01-T5a
GENIE-VICC-835729-unk-1	VICC-01-T5a
GENIE-VICC-835838-unk-1	VICC-01-T5a
GENIE-VICC-836955-unk-1	VICC-01-T5a
GENIE-VICC-839292-unk-1	VICC-01-T5a
GENIE-VICC-840984-unk-1	VICC-01-T5a
GENIE-VICC-841455-unk-1	VICC-01-T5a
GENIE-VICC-841568-unk-1	VICC-01-T7
GENIE-VICC-842248-unk-1	VICC-01-T7
GENIE-VICC-843241-unk-1	VICC-01-T5a
GENIE-VICC-844671-unk-1	VICC-01-T5a
GENIE-VICC-844858-unk-1	VICC-01-myeloid
GENIE-VICC-845967-unk-1	VICC-01-T7
GENIE-VICC-846494-unk-1	VICC-01-T5a
GENIE-VICC-846531-unk-1	VICC-01-T5a
GENIE-VICC-849166-unk-1	VICC-01-T5a
GENIE-VICC-850869-unk-1	VICC-01-T5a
GENIE-VICC-852906-unk-1	VICC-01-T5a
GENIE-VICC-858503-unk-1	VICC-01-T7
GENIE-VICC-859869-unk-1	VICC-01-T7
GENIE-VICC-868975-unk-1	VICC-01-T7
GENIE-VICC-869563-unk-1	VICC-01-T7
GENIE-VICC-874918-unk-1	VICC-01-myeloid
GENIE-VICC-877137-unk-1	VICC-01-T7
GENIE-VICC-879170-unk-1	VICC-01-T7
GENIE-VICC-882881-unk-1	VICC-01-myeloid
GENIE-VICC-884786-unk-1	VICC-01-T7
GENIE-VICC-885893-unk-1	VICC-01-T7
GENIE-VICC-887238-unk-1	VICC-01-T7
GENIE-VICC-887907-unk-1	VICC-01-T7
GENIE-VICC-889502-unk-1	VICC-01-T7
GENIE-VICC-889760-unk-1	VICC-01-T7
GENIE-VICC-890026-unk-1	VICC-01-T7
GENIE-VICC-890715-unk-1	VICC-01-T7
GENIE-VICC-890950-unk-1	VICC-01-T7
GENIE-VICC-891034-unk-1	VICC-01-T7
GENIE-VICC-891301-unk-1	VICC-01-T7
GENIE-VICC-892541-unk-1	VICC-01-T7
GENIE-VICC-894992-unk-1	VICC-01-T5a
GENIE-VICC-894992-unk-2	VICC-01-T7
GENIE-VICC-895583-unk-1	VICC-01-T7
GENIE-VICC-896602-unk-1	VICC-01-T7
GENIE-VICC-897896-unk-1	VICC-01-myeloid
GENIE-VICC-897973-unk-1	VICC-01-T7
GENIE-VICC-898552-unk-1	VICC-01-T7
GENIE-VICC-899086-unk-1	VICC-01-T7
GENIE-VICC-899430-unk-1	VICC-01-T7
GENIE-VICC-900311-unk-1	VICC-01-T7
GENIE-VICC-900633-unk-1	VICC-01-T7
GENIE-VICC-903599-unk-1	VICC-01-T7
GENIE-VICC-904042-unk-1	VICC-01-T7
GENIE-VICC-905818-unk-1	VICC-01-T7
GENIE-VICC-905873-unk-2	VICC-01-T7
GENIE-VICC-905873-unk-1	VICC-01-T7
GENIE-VICC-907638-unk-1	VICC-01-T7
GENIE-VICC-907638-unk-2	VICC-01-T7
GENIE-VICC-907832-unk-1	VICC-01-T7
GENIE-VICC-908387-unk-1	VICC-01-myeloid
GENIE-VICC-908725-unk-1	VICC-01-T7
GENIE-VICC-911891-unk-1	VICC-01-T7
GENIE-VICC-912094-unk-1	VICC-01-T7
GENIE-VICC-912591-unk-1	VICC-01-T7
GENIE-VICC-912814-unk-1	VICC-01-T7
GENIE-VICC-913245-unk-1	VICC-01-T7
GENIE-VICC-915025-unk-1	VICC-01-myeloid
GENIE-VICC-915103-unk-1	VICC-01-T7
GENIE-VICC-915798-unk-1	VICC-01-T7
GENIE-VICC-916184-unk-1	VICC-01-T7
GENIE-VICC-917984-unk-1	VICC-01-T7
GENIE-VICC-919229-unk-1	VICC-01-T7
GENIE-VICC-919572-unk-1	VICC-01-T7
GENIE-VICC-919618-unk-1	VICC-01-T5a
GENIE-VICC-920058-unk-1	VICC-01-T5a
GENIE-VICC-922107-unk-1	VICC-01-T5a
GENIE-VICC-922197-unk-1	VICC-01-T7
GENIE-VICC-922811-unk-1	VICC-01-T7
GENIE-VICC-923284-unk-1	VICC-01-T7
GENIE-VICC-924035-unk-1	VICC-01-T7
GENIE-VICC-924886-unk-1	VICC-01-T7
GENIE-VICC-925250-unk-1	VICC-01-T7
GENIE-VICC-925662-unk-1	VICC-01-T7
GENIE-VICC-926560-unk-1	VICC-01-T5a
GENIE-VICC-926612-unk-1	VICC-01-T5a
GENIE-VICC-927923-unk-1	VICC-01-T7
GENIE-VICC-928242-unk-1	VICC-01-myeloid
GENIE-VICC-928481-unk-1	VICC-01-T7
GENIE-VICC-929072-unk-1	VICC-01-T5a
GENIE-VICC-931696-unk-1	VICC-01-T5a
GENIE-VICC-935738-unk-1	VICC-01-T5a
GENIE-VICC-936642-unk-1	VICC-01-T5a
GENIE-VICC-937031-unk-1	VICC-01-T5a
GENIE-VICC-937970-unk-1	VICC-01-T5a
GENIE-VICC-939387-unk-1	VICC-01-T5a
GENIE-VICC-939443-unk-1	VICC-01-T5a
GENIE-VICC-940156-unk-1	VICC-01-T7
GENIE-VICC-940748-unk-1	VICC-01-T5a
GENIE-VICC-941278-unk-1	VICC-01-T5a
GENIE-VICC-943436-unk-1	VICC-01-T5a
GENIE-VICC-943592-unk-1	VICC-01-T5a
GENIE-VICC-943836-unk-1	VICC-01-T5a
GENIE-VICC-945654-unk-1	VICC-01-T5a
GENIE-VICC-946357-unk-1	VICC-01-T5a
GENIE-VICC-946952-unk-1	VICC-01-T5a
GENIE-VICC-947692-unk-1	VICC-01-T5a
GENIE-VICC-947967-unk-1	VICC-01-T7
GENIE-VICC-948092-unk-1	VICC-01-T5a
GENIE-VICC-948257-unk-1	VICC-01-T5a
GENIE-VICC-948493-unk-1	VICC-01-T5a
GENIE-VICC-948741-unk-1	VICC-01-T7
GENIE-VICC-949084-unk-1	VICC-01-T7
GENIE-VICC-953158-unk-1	VICC-01-T5a
GENIE-VICC-953164-unk-1	VICC-01-T7
GENIE-VICC-953977-unk-1	VICC-01-T5a
GENIE-VICC-954098-unk-1	VICC-01-T5a
GENIE-VICC-954632-unk-1	VICC-01-myeloid
GENIE-VICC-956617-unk-1	VICC-01-myeloid
GENIE-VICC-957123-unk-1	VICC-01-T5a
GENIE-VICC-957399-unk-1	VICC-01-T5a
GENIE-VICC-958149-unk-1	VICC-01-T5a
GENIE-VICC-958259-unk-1	VICC-01-T5a
GENIE-VICC-959252-unk-1	VICC-01-T5a
GENIE-VICC-959354-unk-1	VICC-01-T5a
GENIE-VICC-959446-unk-1	VICC-01-T5a
GENIE-VICC-959819-unk-1	VICC-01-T5a
GENIE-VICC-961330-unk-1	VICC-01-T5a
GENIE-VICC-963408-unk-1	VICC-01-T5a
GENIE-VICC-963558-unk-1	VICC-01-T5a
GENIE-VICC-963585-unk-1	VICC-01-T5a
GENIE-VICC-964949-unk-1	VICC-01-T5a
GENIE-VICC-966268-unk-1	VICC-01-T5a
GENIE-VICC-966821-unk-1	VICC-01-T5a
GENIE-VICC-967401-unk-1	VICC-01-T5a
GENIE-VICC-967439-unk-1	VICC-01-T5a
GENIE-VICC-968211-unk-1	VICC-01-T5a
GENIE-VICC-969377-unk-1	VICC-01-T7
GENIE-VICC-970791-unk-1	VICC-01-T7
GENIE-VICC-972604-unk-1	VICC-01-T7
GENIE-VICC-972604-unk-2	VICC-01-T7
GENIE-VICC-979182-unk-1	VICC-01-T5a
GENIE-VICC-986431-unk-1	VICC-01-myeloid
GENIE-VICC-986586-unk-1	VICC-01-T7
GENIE-VICC-990255-unk-1	VICC-01-myeloid
GENIE-VICC-990255-unk-2	VICC-01-myeloid
GENIE-VICC-996876-unk-1	VICC-01-myeloid
GENIE-VICC-997847-unk-1	VICC-01-myeloid
GENIE-MSK-P-0000004-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000015-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000023-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000024-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000025-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000025-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0000026-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000027-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000030-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000034-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000036-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000037-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000037-T02-IM3	MSK-IMPACT341
GENIE-MSK-P-0000039-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000041-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000042-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000043-T02-IM3	MSK-IMPACT341
GENIE-MSK-P-0000047-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000053-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000055-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000056-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000057-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000058-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000059-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000060-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000061-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000062-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000063-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000064-T02-IM3	MSK-IMPACT341
GENIE-MSK-P-0000065-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000066-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000066-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0000067-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000067-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0000068-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000069-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000071-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000073-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000076-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000077-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000079-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000080-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000081-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000081-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0000082-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000083-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000084-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000085-T02-IM3	MSK-IMPACT341
GENIE-MSK-P-0000086-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000088-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000092-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000093-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000095-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000096-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000098-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000100-T02-IM3	MSK-IMPACT341
GENIE-MSK-P-0000102-T02-IM3	MSK-IMPACT341
GENIE-MSK-P-0000103-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000104-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000104-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0000105-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000106-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000107-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000108-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000110-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000113-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000114-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000114-T02-IM3	MSK-IMPACT341
GENIE-MSK-P-0000115-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000116-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000117-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000118-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000119-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000120-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000121-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000122-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000123-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000125-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000126-T01-IM3	MSK-IMPACT341
GENIE-MSK-P-0000127-T01-IM3	MSK-IMPACT341
